Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
aberdeenwa.gov,,,,Local,,Washington,"City of Aberdeen, WA -- Note added 9/12/14 5:24",http://aberdeenwa.gov/,6/6/13 18:08
bunkerhilltx.gov,,,,Local,,Texas,"City of Bunker Hill Village, TX -- Note added 3/3/15 6:48",https://www.bunkerhilltx.gov/,6/6/13 18:08
othellowa.gov,,,,Local,,Washington,"City of Othello, WA -- Note added 11/17/14 7:17",http://www.othellowa.gov/,6/6/13 18:08
