Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
sohowww.estec.esa.nl,,,,Quasigovernmental,,,See note at http://govt-urls.usa.gov/tematres/vocab/index.php?tema=11361&/sohoesacesaint  -- Note added 11/13/13 14:49,#N/A,11/13/13 14:49
