Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
ci.maplewood.mn.us,,,,Local,,Minnesota,"City of Maplewood, MN n  -- Note added 4/19/15 22:35",http://www.ci.maplewood.mn.us/,6/6/13 18:09
ci.marble-falls.tx.us,,,,Local,,Texas,"City of Marble Falls, TX -- Note added 6/1/15 6:12",http://ci.marble-falls.tx.us/,6/6/13 18:08
ci.marina.ca.us,,,,Local,,California,"City of Marina, CA -- Note added 3/20/14 18:13",http://ci.marina.ca.us/,6/6/13 18:08
ci.marshfield.wi.us,,,,Local,,Wisconsin,"City of Marshfield, WI -- Note added 7/25/14 5:43",http://ci.marshfield.wi.us/,6/6/13 18:08
ci.massapequa-park.ny.us,,,,Local,,New York,"Village of Massapequa, NY -- Note added 6/17/15 17:24",http://ci.massapequa-park.ny.us/,6/6/13 18:08
ci.mcminnville.or.us,,,,Local,,Oregon,"City of McMinnville, OR -- Note added 6/13/14 8:08",http://www.ci.mcminnville.or.us/,6/6/13 18:08
ci.medford.or.us,,,,Local,,Oregon,"City of Medford, OR -- Note added 6/13/14 8:10",http://www.ci.medford.or.us/,6/6/13 18:08
ci.mendenhall.ms.us,,,,Local,,Mississippi,"City of Mendenhall, MS -- Note added 7/8/14 13:13",http://www.ci.mendenhall.ms.us/,6/6/13 18:08
ci.mendota.ca.us,,,,Local,,California,"City of Mendota, CA -- Note added 11/20/13 14:06",http://ci.mendota.ca.us/,6/6/13 18:08
ci.mequon.wi.us,,,,Local,,Wisconsin,"City of Mequon, WI -- Note added 11/19/13 13:39",http://www.ci.mequon.wi.us/,6/6/13 18:09
ci.meridian.id.us,,,,Local,,Idaho,"City of Meridan, ID -- Note added 7/5/13 18:24",http://ci.meridian.id.us/main.aspx,6/6/13 18:08
ci.merrill.wi.us,,,,Local,,Wisconsin,"City of Merrill, WI -- Note added 7/29/14 5:29",http://www.ci.merrill.wi.us/,6/6/13 18:08
ci.middleton.wi.us,,,,Local,,Wisconsin,"City of Middleton, WI -- Note added 3/20/14 18:14",http://ci.middleton.wi.us/,6/6/13 18:08
ci.mill-city.or.us,,,,Local,,Oregon,"City of Mill City, OR -- Note added 6/13/14 8:11",http://www.ci.mill-city.or.us/,6/6/13 18:08
ci.milton.fl.us,,,,Local,,Florida,"The City of Milton, FL -- Note added 6/16/15 14:22",http://ci.milton.fl.us/,6/6/13 18:08
ci.milton.wi.us,,,,Local,,Wisconsin,"City of Milton, WI -- Note added 7/29/14 5:30",http://ci.milton.wi.us/,6/6/13 18:08
ci.miramar.fl.us,,,,Local,,Florida,"The City of Miramar, FL -- Note added 6/16/15 14:23",http://ci.miramar.fl.us/,6/6/13 18:08
ci.missoula.mt.us,,,,Local,,Montana,"City of Missoula, MT -- Note added 11/22/13 12:43",http://ci.missoula.mt.us/,6/6/13 18:08
ci.monmouth.or.us,,,,Local,,Oregon,"City of Monmouth, OR (Pride, progress and friendly hometown values) -- Note added 7/23/14 15:47",http://www.ci.monmouth.or.us/,6/6/13 18:08
ci.monterey-park.ca.us,,,,Local,,California,"City of Monterey Park, CA -- Note added 1/15/14 12:36",http://ci.monterey-park.ca.us/,6/6/13 18:08
ci.montgomery.il.us,,,,Local,,Illinois,"Village of Montgomery, IL -- Note added 7/1/14 19:36",http://ci.montgomery.il.us/,6/6/13 18:08
ci.montgomery.oh.us,,,,Local,,Ohio,"City of Montgomery, OH -- Note added 6/6/13 18:09",http://ci.montgomery.oh.us/,6/6/13 18:09
ci.mooresville.nc.us,,,,Local,,North Carolina,"Town of Mooresville, NC -- Note added 8/27/13 12:54",http://www.ci.mooresville.nc.us/portal/,6/6/13 18:08
ci.morganton.nc.us,,,,Local,,North Carolina,"morganton, nc -- Note added 9/11/15 19:21",http://ci.morganton.nc.us/,6/6/13 18:08
ci.morrisville.nc.us,,,,Local,,North Carolina,"Town of Morrisville, NC -- Note added 11/20/13 12:33",http://www.ci.morrisville.nc.us/,6/6/13 18:08
ci.moscow.id.us,,,,Local,,Idaho,"City of Moscow, ID -- Note added 7/5/13 18:32",http://www.ci.moscow.id.us/,6/6/13 18:08
ci.mount-dora.fl.us,,,,Local,,Florida,"The City of Mount Dora, FL -- Note added 6/16/15 14:24",http://ci.mount-dora.fl.us/,6/6/13 18:08
ci.mt-angel.or.us,,,,Local,,Oregon,"City of Mt. Angel, OR -- Note added 6/13/14 8:14",http://www.ci.mt-angel.or.us/,6/6/13 18:08
ci.mt-shasta.ca.us,,,,Local,,California,"City of Mt. Shasta, CA website -- Note added 3/18/15 21:33",http://ci.mt-shasta.ca.us/,6/6/13 18:08
ci.mtnview.ca.us,,,,Local,,California,"city of Mountain View, CA website -- Note added 3/18/15 21:52",http://ci.mtnview.ca.us/,6/6/13 18:08
ci.mukilteo.wa.us,,,,Local,,Washington,"City of Mukilteo, WA -- Note added 12/2/14 6:54",http://www.ci.mukilteo.wa.us/,6/6/13 18:08
ci.nacogdoches.tx.us,,,,Local,,Texas,"City of Nacogdoches, TX -- Note added 6/1/15 6:13",http://ci.nacogdoches.tx.us/,6/6/13 18:08
ci.national-city.ca.us,,,,Local,,California,"National City, CA website. Note: need to add www to get to this website. -- Note added 3/18/15 21:58",http://www.ci.national-city.ca.us/,6/6/13 18:08
ci.neenah.wi.us,,,,Local,,Wisconsin,"City of Neenah, WI -- Note added 7/29/14 5:31",http://www.ci.neenah.wi.us/,6/6/13 18:08
ci.new-braunfels.tx.us,,,,Local,,Texas,"City of New Braunfels, TX -- Note added 3/20/14 18:14",http://ci.new-braunfels.tx.us/,6/6/13 18:08
ci.newark.nj.us,,,,Local,,New Jersey,"newark, nj -- Note added 9/15/15 19:18",http://www.ci.newark.nj.us/,6/6/13 18:08
ci.newcastle.wa.us,,,,Local,,Washington,"City of Newcastle, WA -- Note added 3/20/14 18:15",http://ci.newcastle.wa.us/,6/6/13 18:08
ci.newport.mn.us,,,,Local,,Minnesota,"City of Newport, MN -- Note added 4/19/15 22:37",http://www.ci.newport.mn.us/,6/6/13 18:08
ci.newtonfalls.oh.us,,,,Local,,Ohio,"City of Newton Falls, OH -- Note added 3/11/14 14:44",http://ci.newtonfalls.oh.us/,6/6/13 18:08
ci.norco.ca.us,,,,Local,,California,"City of Norco, CA -- Note added 1/15/14 12:37",http://ci.norco.ca.us/,6/6/13 18:08
ci.norfolk.ne.us,,,,Local,,Nebraska,"City of Norfolk, NE -- Note added 6/17/15 11:47",http://ci.norfolk.ne.us/,6/17/15 11:46
ci.norman.ok.us,,,,Local,,Oklahoma,"norman, ok -- Note added 8/28/15 16:31",http://ci.norman.ok.us/,6/6/13 18:08
ci.north-beach.md.us,,,,Local,,Maryland,"City of North Beach, MD -- Note added 5/27/14 1:48",http://www.ci.north-beach.md.us/,6/6/13 18:08
ci.north-logan.ut.us,,,,Local,,Utah,"City of North Logan, UT -- Note added 8/19/14 5:07",http://ci.north-logan.ut.us/,6/6/13 18:08
ci.north-richland-hills.tx.us,,,,Local,,Texas,"City of North Richland Hills, TX -- Note added 6/1/15 6:14",http://ci.north-richland-hills.tx.us/,6/6/13 18:08
ci.norwalk.ca.us,,,,Local,,California,"City of Norwalk, CA website -- Note added 3/18/15 22:14",http://ci.norwalk.ca.us/,6/6/13 18:08
ci.novato.ca.us,,,,Local,,California,"City of Novato, CA website -- Note added 3/18/15 22:20",http://ci.novato.ca.us/,6/6/13 18:08
ci.oakdale.ca.us,,,,Local,,California,"City of Oakdale, CA website -- Note added 3/18/15 22:25",http://www.oakdalegov.com/,6/6/13 18:08
ci.oakley.ca.us,,,,Local,,California,"City of Oakley, CA website -- Note added 3/19/15 15:31",http://ci.oakley.ca.us/,6/6/13 18:08
ci.ocean-springs.ms.us,,,,Local,,Mississippi,"Ocean Springs, MS -- Note added 7/8/14 13:13",http://ci.ocean-springs.ms.us/,6/6/13 18:08
ci.oceanside.ca.us,,,,Local,,California,"City of Oceanside, CA website -- Note added 3/19/15 15:59",http://www.ci.oceanside.ca.us,6/6/13 18:08
ci.ocontofalls.wi.us,,,,Local,,Wisconsin,"City of Oconto Falls, WI -- Note added 7/29/14 5:33",http://www.ci.ocontofalls.wi.us/,6/6/13 18:08
ci.ojai.ca.us,,,,Local,,California,"City of Ojai, CA website -- Note added 3/19/15 17:20",http://ci.ojai.ca.us/,6/6/13 18:08
ci.ontario.ca.us,,,,Local,,California,"City of Ontario, CA website -- Note added 3/19/15 17:24",http://ci.ontario.ca.us/,6/6/13 18:08
ci.orange.nj.us,,,,Local,,New Jersey,"orange, nj -- Note added 9/15/15 19:18",http://ci.orange.nj.us/,6/6/13 18:08
ci.oshkosh.wi.us,,,,Local,,Wisconsin,"City of Oshkosh, WI -- Note added 1/15/14 12:38",http://www2.ci.oshkosh.wi.us/,6/6/13 18:08
ci.oswego.or.us,,,,Local,,Oregon,"City of Lake Oswego, OR -- Note added 6/16/14 6:04",http://ci.oswego.or.us/,6/6/13 18:08
ci.otsego.mn.us,,,,Local,,Minnesota,"City of Otsego, MN -- Note added 4/19/15 22:38",http://www.ci.otsego.mn.us/,6/6/13 18:08
ci.overton.tx.us,,,,Local,,Texas,"City of Overton, TX -- Note added 6/1/15 6:16",http://ci.overton.tx.us/,6/6/13 18:08
ci.oxnard.ca.us,,,,Local,,California,"City of Oxnard, CA website -- Note added 3/19/15 20:28",http://ci.oxnard.ca.us/,6/6/13 18:08
ci.paradise-valley.az.us,,,,Local,,Arizona,"Town of Paradise Valley, AZ -- Note added 12/11/13 14:29",http://ci.paradise-valley.az.us/,6/6/13 18:08
ci.pasadena.ca.us,,,,Local,,California,"City of Pasadena, CA website -- Note added 3/19/15 20:35",http://ci.pasadena.ca.us/,6/6/13 18:08
ci.pasadena.tx.us,,,,Local,,Texas,"City of Pasadena, TX -- Note added 6/1/15 6:17",http://www.ci.pasadena.tx.us/,6/6/13 18:08
ci.pass-christian.ms.us,,,,Local,,Mississippi,"City of Pass Christian, MS -- Note added 7/8/14 13:14",http://ci.pass-christian.ms.us/,6/6/13 18:08
ci.patterson.ca.us,,,,Local,,California,"City of Patterson, CA website -- Note added 3/19/15 20:40",http://ci.patterson.ca.us/,6/6/13 18:08
ci.perham.mn.us,,,,Local,,Minnesota,"City of Perham, MN -- Note added 7/24/13 13:50",http://www.ci.perham.mn.us/,6/6/13 18:08
ci.perthamboy.nj.us,,,,Local,,New Jersey,"perthamboy, nj -- Note added 9/15/15 19:20",http://ci.perthamboy.nj.us/,6/6/13 18:08
ci.peshtigo.wi.us,,,,Local,,Wisconsin,"City of Peshtigo, WI -- Note added 7/29/14 5:34",http://ci.peshtigo.wi.us/,6/6/13 18:08
ci.petersburg.ak.us,,,,Local,,Alaska,"Petersburg Borough, AK -- Note added 6/27/14 6:22",http://www.ci.petersburg.ak.us/,6/6/13 18:08
ci.pg.ca.us,,,,Local,,California,"City of Pacific Grove, CA website -- Note added 3/19/15 20:48",http://ci.pg.ca.us/,6/6/13 18:08
ci.philomath.or.us,,,,Local,,Oregon,"City of Philomath, OR -- Note added 6/16/14 6:10",http://www.ci.philomath.or.us/,6/6/13 18:08
ci.piedmont.ca.us,,,,Local,,California,"City of Piedmont, CA website -- Note added 3/19/15 21:04",http://www.ci.piedmont.ca.us/,6/6/13 18:08
ci.pinole.ca.us,,,,Local,,California,"City of Pinole, CA website -- Note added 3/19/15 21:11",http://ci.pinole.ca.us/,6/6/13 18:08
ci.pittsburg.ca.us,,,,Local,,California,"City of Pittsburg, CA website -- Note added 3/19/15 21:16",http://www.ci.pittsburg.ca.us/,6/6/13 18:08
ci.plainview.tx.us,,,,Local,,Texas,"City of Plainview, TX -- Note added 1/15/14 12:39",http://www.ci.plainview.tx.us/,6/6/13 18:08
ci.pleasant-hill.ca.us,,,,Local,,California,"City of Pleasant Hill, CA -- Note added 3/20/14 18:16",http://ci.pleasant-hill.ca.us/,6/6/13 18:08
ci.plymouth.ca.us,,,,Local,,California,"City of Plymouth, CA website. -- Note added 3/19/15 21:25",http://www.cityofplymouth.org,6/6/13 18:08
ci.plymouth.mi.us,,,,Local,,Michigan,"plymouth, mi -- Note added 9/2/15 20:33",http://ci.plymouth.mi.us/,6/6/13 18:09
ci.pomona.ca.us,,,,Local,,California,"City of Pamona, CA website -- Note added 3/19/15 21:30",http://ci.pomona.ca.us/,6/6/13 18:08
ci.poolesville.md.us,,,,Local,,Maryland,"City of Poolesville, MD -- Note added 5/27/14 1:49",http://www.ci.poolesville.md.us/,6/6/13 18:08
ci.poquoson.va.us,,,,Local,,Virginia,"City of Poquoson, VA -- Note added 5/30/14 14:44",http://ci.poquoson.va.us/,6/6/13 18:08
ci.port-angeles.wa.us,,,,Local,,Washington,"City of Port Angeles, WA -- Note added 12/2/14 6:53",http://wa-portangeles.civicplus.com/,6/6/13 18:08
ci.port-hueneme.ca.us,,,,Local,,California,"City of Port Hueneme, CA website -- Note added 3/19/15 21:34",http://ci.port-hueneme.ca.us/,6/6/13 18:08
ci.porterville.ca.us,,,,Local,,California,"This is a commercial site. The real official website for city of Porterville, CA nis at this address: www.ci.porterville.ca.us -- Note added 3/20/15 15:23",#N/A,6/6/13 18:08
ci.portland.me.us,,,,Local,,Maine,"portland, me -- Note added 8/27/15 18:08",http://ci.portland.me.us/,6/6/13 18:08
ci.portola.ca.us,,,,Local,,California,"City of Portola, CA website -- Note added 3/20/15 15:30",http://www.ci.portola.ca.us/,6/6/13 18:08
ci.punta-gorda.fl.us,,,,Local,,Florida,"The City of Punta Gorda, FL -- Note added 6/16/15 14:25",http://ci.punta-gorda.fl.us/,6/6/13 18:08
ci.quartzsite.az.us,,,,Local,,Arizona,"Town of Quartzsite, AZ -- Note added 11/20/13 18:15",http://www.ci.quartzsite.az.us/,6/6/13 18:08
ci.red-bluff.ca.us,,,,Local,,California,"City of Red Bluff, CA website -- Note added 3/20/15 15:42",http://www.cityofredbluff.org/,6/6/13 18:08
ci.redding.ca.us,,,,Local,,California,"City of Redding, CA website -- Note added 3/20/15 15:45",http://ci.redding.ca.us/,6/6/13 18:08
ci.redmond.or.us,,,,Local,,Oregon,"City of Redmond, OR -- Note added 6/20/14 16:18",http://ci.redmond.or.us/,6/6/13 18:08
ci.redmond.wa.us,,,,Local,,Washington,"City of Redmond, WA -- Note added 4/7/14 18:01",http://www.ci.redmond.wa.us/,6/6/13 18:08
ci.reidsville.nc.us,,,,Local,,North Carolina,"City of Reidsville, NC -- Note added 1/17/14 15:28",http://www.ci.reidsville.nc.us/,6/6/13 18:08
ci.rice-lake.wi.us,,,,Local,,Wisconsin,"City of Rice Lake, WI -- Note added 7/29/14 5:35",http://www.ci.rice-lake.wi.us/,6/6/13 18:08
ci.richland-center.wi.us,,,,Local,,Wisconsin,"City of Richland Center, WI -- Note added 7/29/14 5:36",http://ci.richland-center.wi.us/,6/6/13 18:08
ci.richland.wa.us,,,,Local,,Washington,"City of Richland, WA -- Note added 12/1/14 7:02",http://ci.richland.wa.us/,6/6/13 18:08
ci.richmond.ca.us,,,,Local,,California,"City of Richmond, CA website -- Note added 3/20/15 15:48",http://ci.richmond.ca.us/,6/6/13 18:08
ci.rio-rancho.nm.us,,,,Local,,New Mexico,"City of Rio Rancho, NM -- Note added 6/9/15 13:26",http://www.ci.rio-rancho.nm.us/,6/6/13 18:09
ci.rochester.mi.us,,,,Local,,Michigan,"rochester, mi -- Note added 9/2/15 20:34",http://ci.rochester.mi.us/,6/6/13 18:09
ci.rockford.il.us,,,,Local,,Illinois,"City of Rockford, IL -- Note added 12/5/13 14:50",http://ci.rockford.il.us/,6/6/13 18:08
ci.rockland.me.us,,,,Local,,Maine,"CITY OF ROCKLAND, me -- Note added 8/27/15 18:08",http://www.ci.rockland.me.us/,6/6/13 18:08
ci.rohnert-park.ca.us,,,,Local,,California,"City of Rohnert Park, CA website. -- Note added 3/20/15 15:53",http://www.ci.rohnert-park.ca.us/,6/6/13 18:08
ci.rolling-hills-estates.ca.us,,,,Local,,California,"City of Rolling Hills Estates, CA website -- Note added 3/20/15 15:57",http://ci.rolling-hills-estates.ca.us/,6/6/13 18:08
ci.rosemount.mn.us,,,,Local,,Minnesota,"City of Rosemount, MN -- Note added 4/19/15 22:42",http://www.ci.rosemount.mn.us/,6/6/13 18:09
ci.rosenberg.tx.us,,,,Local,,Texas,"City of Rosenberg, TX -- Note added 6/3/15 6:35",http://www.ci.rosenberg.tx.us/,6/6/13 18:08
ci.roslyn.wa.us,,,,Local,,Washington,"City of Roslyn, WA -- Note added 1/17/14 15:29",http://ci.roslyn.wa.us/,6/6/13 18:08
ci.rowlett.tx.us,,,,Local,,Texas,"City of Rowlett, TX -- Note added 6/3/15 6:38",http://ci.rowlett.tx.us/,6/6/13 18:08
ci.saginaw.tx.us,,,,Local,,Texas,"City of Saginaw, TX -- Note added 6/3/15 6:39",http://ci.saginaw.tx.us/,6/6/13 18:09
ci.saint-clair-shores.mi.us,,,,Local,,Michigan,"City of St. Clair Shores, MI -- Note added 8/25/14 11:57",http://www.ci.saint-clair-shores.mi.us/,6/6/13 18:08
ci.salem.nh.us,,,,Local,,New Hampshire,"salem, nh -- Note added 8/28/15 18:43",http://www.townofsalemnh.org/,6/6/13 18:08
ci.salinas.ca.us,,,,Local,,California,"City of Salinas, CA website -- Note added 3/27/15 20:40",http://www.ci.salinas.ca.us/,6/6/13 18:08
ci.salisbury.md.us,,,,Local,,Maryland,"City of Salisbury, MD -- Note added 5/27/14 1:50",http://www.ci.salisbury.md.us/,6/6/13 18:08
ci.sammamish.wa.us,,,,Local,,Washington,"City of Sammamish, WA -- Note added 12/2/14 7:20",http://ci.sammamish.wa.us/,6/6/13 18:08
ci.san-bernardino.ca.us,,,,Local,,California,"City of San Bernadino, CA website -- Note added 3/27/15 20:54",http://www.ci.san-bernardino.ca.us/,6/6/13 18:08
ci.san-fernando.ca.us,,,,Local,,California,"City of San Fernando, CA website -- Note added 3/27/15 20:58",http://ci.san-fernando.ca.us/,6/6/13 18:08
ci.san-jacinto.ca.us,,,,Local,,California,"Cityof San Jacinto, CA website -- Note added 3/27/15 21:04",http://ci.san-jacinto.ca.us/,6/6/13 18:08
ci.san-marcos.ca.us,,,,Local,,California,"City of San Marcos, CA website -- Note added 3/27/15 21:11",http://www.ci.san-marcos.ca.us/,6/6/13 18:08
ci.san-marcos.tx.us,,,,Local,,Texas,"City of San Marcos, TX -- Note added 6/3/15 6:41",http://www.ci.san-marcos.tx.us/,6/6/13 18:08
ci.san-marino.ca.us,,,,Local,,California,"City of San Marino, CA website -- Note added 3/27/15 21:25",http://ci.san-marino.ca.us/,6/6/13 18:08
ci.san-pablo.ca.us,,,,Local,,California,"Cityof San Pablo, CA website -- Note added 3/27/15 21:30",http://ci.san-pablo.ca.us/,6/6/13 18:08
ci.sandy.or.us,,,,Local,,Oregon,"City of Sandy, OR -- Note added 6/20/14 9:38",http://www.ci.sandy.or.us/,6/6/13 18:08
ci.sanmateo.ca.us,,,,Local,,California,"City of San Mateo, CA website -- Note added 3/27/15 21:42",http://www.ci.sanmateo.ca.us/,6/6/13 18:08
ci.santa-ana.ca.us,,,,Local,,California,"City of Santa Ana, CA website -- Note added 3/27/15 21:46",http://www.ci.santa-ana.ca.us/,6/6/13 18:08
ci.santa-fe.tx.us,,,,Local,,Texas,"City of Santa Fe, TX -- Note added 3/20/14 18:16",http://ci.santa-fe.tx.us/,6/6/13 18:08
ci.santa-maria.ca.us,,,,Local,,California,"City of Santa Maria, CA website -- Note added 3/27/15 21:54",http://ci.santa-maria.ca.us/,6/6/13 18:08
ci.santa-paula.ca.us,,,,Local,,California,"City of Santa Paula, CA website -- Note added 3/27/15 22:01",http://ci.santa-paula.ca.us/,6/6/13 18:08
ci.santa-rosa.ca.us,,,,Local,,California,"City of Santa Rosa, CA -- Note added 3/20/14 18:17",http://ci.santa-rosa.ca.us/Pages/default.aspx,6/6/13 18:08
ci.santee.ca.us,,,,Local,,California,"City of Santee, CA website n  -- Note added 3/27/15 22:08",http://ci.santee.ca.us/,6/6/13 18:08
ci.scandia.mn.us,,,,Local,,Minnesota,"City of Scandia, MN -- Note added 4/19/15 22:43",http://www.ci.scandia.mn.us/,6/6/13 18:08
ci.scappoose.or.us,,,,Local,,Oregon,"City of Scappoose, OR -- Note added 6/16/14 6:14",http://www.ci.scappoose.or.us/,6/6/13 18:08
ci.seaside.ca.us,,,,Local,,California,"City of Seaside, CA website -- Note added 3/27/15 22:14",http://ci.seaside.ca.us/,6/6/13 18:08
ci.seatac.wa.us,,,,Local,,Washington,"City of SeaTac, WA -- Note added 4/7/14 18:02",http://www.ci.seatac.wa.us/,6/6/13 18:08
ci.sebastopol.ca.us,,,,Local,,California,"City of Sebastopol, CA -- Note added 1/17/14 15:29",http://ci.sebastopol.ca.us/,6/6/13 18:08
ci.sedalia.mo.us,,,,Local,,Missouri,"City of Sedalia, MO -- Note added 1/17/14 15:30",http://ci.sedalia.mo.us/,6/6/13 18:08
ci.sedro-woolley.wa.us,,,,Local,,Washington,"City of Sedro-Woolley, WA -- Note added 12/1/14 6:59",http://ci.sedro-woolley.wa.us/Home/main.htm,6/6/13 18:08
ci.selah.wa.us,,,,Local,,Washington,"City of Selah, WA -- Note added 12/1/14 6:58",http://www.selahwa.gov/,6/6/13 18:08
ci.selma.tx.us,,,,Local,,Texas,"City of Selma, TX -- Note added 6/3/15 6:43",http://ci.selma.tx.us/,6/6/13 18:08
ci.shasta-lake.ca.us,,,,Local,,California,"City of Shasta Lake, CA website -- Note added 3/27/15 22:25",http://ci.shasta-lake.ca.us/,6/6/13 18:08
ci.sheboygan.wi.us,,,,Local,,Wisconsin,"City of Sheboygan, WI -- Note added 3/20/14 18:18",http://www.ci.sheboygan.wi.us/,6/6/13 18:08
ci.shelley.id.us,,,,Local,,Idaho,"City of Shelley, ID -- Note added 7/5/13 18:33",http://www.ci.shelley.id.us/,6/6/13 18:08
ci.shelton.wa.us,,,,Local,,Washington,"City of Shelton, WA -- Note added 4/7/14 17:57",http://www.ci.shelton.wa.us/,6/6/13 18:08
ci.sheridan.co.us,,,,Local,,Colorado,"City of Sheridan, CO -- Note added 7/11/14 5:38",http://ci.sheridan.co.us/,6/6/13 18:09
ci.sherman.tx.us,,,,Local,,Texas,"City of Sherman, TX -- Note added 8/27/13 17:53",http://ci.sherman.tx.us/,6/6/13 18:08
ci.sherwood.ar.us,,,,Local,,Arkansas,"City of Sherwood, AR -- Note added 1/13/14 19:08",http://www.ci.sherwood.ar.us/,6/6/13 18:08
ci.show-low.az.us,,,,Local,,Arizona,"City of Show Low, AZ -- Note added 12/11/13 14:30",http://www.ci.show-low.az.us/newsite/homerun/,6/6/13 18:08
ci.sisters.or.us,,,,Local,,Oregon,"City of Sisters, OR -- Note added 6/16/14 6:15",http://ci.sisters.or.us/,6/6/13 18:08
ci.smithville.tx.us,,,,Local,,Texas,"City of Smithville, TX -- Note added 6/9/15 5:38",http://ci.smithville.tx.us/,6/6/13 18:08
ci.snohomish.wa.us,,,,Local,,Washington,"City of Snohomish, WA -- Note added 12/1/14 6:57",http://ci.snohomish.wa.us/,6/6/13 18:08
ci.snoqualmie.wa.us,,,,Local,,Washington,"City of Snoqualmie, WA -- Note added 12/1/14 6:56",http://www.ci.snoqualmie.wa.us/,6/6/13 18:08
ci.snowflake.az.us,,,,Local,,Arizona,"Town of Snowflake, AZ -- Note added 12/11/13 14:30",http://ci.snowflake.az.us/,6/6/13 18:08
ci.snyder.tx.us,,,,Local,,Texas,"City of Snyder, TX -- Note added 1/17/14 15:31",http://ci.snyder.tx.us/,6/6/13 18:08
ci.socorro.tx.us,,,,Local,,Texas,"City of Socorro, TX -- Note added 8/25/14 13:40",http://ci.socorro.tx.us/,6/6/13 18:08
ci.solana-beach.ca.us,,,,Local,,California,"City of Solana Beach, CA -- Note added 8/27/13 17:54",#N/A,6/6/13 18:08
ci.soldotna.ak.us,,,,Local,,Alaska,"City of Soldotna, AK -- Note added 6/7/13 12:55",http://ci.soldotna.ak.us/,6/6/13 18:08
ci.soledad.ca.us,,,,Local,,California,"City of Soledad, CA website -- Note added 4/6/15 16:46",http://ci.soledad.ca.us/,6/6/13 18:08
ci.south-el-monte.ca.us,,,,Local,,California,"City of South El Monte, CA website -- Note added 4/6/15 16:52",http://ci.south-el-monte.ca.us/,6/6/13 18:08
ci.south-pasadena.ca.us,,,,Local,,California,"City of South Pasadena, CA website. -- Note added 4/6/15 17:16",http://ci.south-pasadena.ca.us/,6/6/13 18:08
ci.southside-place.tx.us,,,,Local,,Texas,"City of Southside Place, TX -- Note added 6/9/15 5:39",http://ci.southside-place.tx.us/,6/6/13 18:08
ci.spencer.nc.us,,,,Local,,North Carolina,"spencer, nc -- Note added 9/11/15 19:21",http://www.ci.spencer.nc.us/,6/6/13 18:08
ci.spring-park.mn.us,,,,Local,,Minnesota,"City of Spring Park, MN -- Note added 11/18/13 19:36",http://www.ci.spring-park.mn.us/,6/6/13 18:09
ci.st-augustine.fl.us,,,,Local,,Florida,"The City of St. Augustine, FL -- Note added 6/16/15 14:25",http://ci.st-augustine.fl.us/,6/6/13 18:08
ci.st-helena.ca.us,,,,Local,,California,"City of St. Helena, CA website -- Note added 4/6/15 17:31",http://ci.st-helena.ca.us/,6/6/13 18:08
ci.st-helens.or.us,,,,Local,,Oregon,"City of St. Helens, OR -- Note added 6/17/14 14:05",http://www.ci.st-helens.or.us/,6/6/13 18:08
ci.st-joseph.mo.us,,,,Local,,Missouri,"City of St. Joseph, MO. n  -- Note added 9/30/15 15:04",http://www.stjoemo.info/,6/6/13 18:08
ci.stanton.ca.us,,,,Local,,California,"City of Stanton, CA -- Note added 3/20/14 18:19",http://ci.stanton.ca.us/,6/6/13 18:08
ci.stanwood.wa.us,,,,Local,,Washington,"City of Stanwood, WA -- Note added 4/7/14 18:02",http://www.ci.stanwood.wa.us/,6/6/13 18:08
ci.statesville.nc.us,,,,State,,North Carolina,"statesville, nc -- Note added 9/11/15 19:22",http://ci.statesville.nc.us/,6/6/13 18:08
ci.stcloud.mn.us,,,,Local,,Minnesota,"City of St. Cloud, MN -- Note added 4/19/15 22:45",http://www.ci.stcloud.mn.us/,6/6/13 18:09
ci.stephenville.tx.us,,,,Local,,Texas,"City of Stephenville, TX -- Note added 6/9/15 5:40",http://ci.stephenville.tx.us/,6/6/13 18:08
ci.stjames.mn.us,,,,Local,,Minnesota,"City of St. James, MN -- Note added 3/24/14 12:02",http://www.ci.stjames.mn.us/,6/6/13 18:09
ci.stockton.ca.us,,,,Local,,California,"City of Stockton, CA website -- Note added 4/6/15 17:48",http://ci.stockton.ca.us/,6/6/13 18:08
ci.stoughton.wi.us,,,,Local,,Wisconsin,"City of Stoughton, WI -- Note added 7/29/14 5:41",http://www.ci.stoughton.wi.us/,6/6/13 18:08
ci.stuart.fl.us,,,,Local,,Florida,"City of Stuart, FL, eGov portal to access point to all of their permits, licenses, code enforcement cases, and billing accounts including alarm billing, miscellaneous billing, utility billing, and special assessments. -- Note added 11/19/14 15:23",https://stuartflow.ci.stuart.fl.us/egovplus/entity/login_main.aspx,11/19/14 14:34
ci.sullivan.nh.us,,,,Local,,New Hampshire,"sullivan, nh -- Note added 8/28/15 18:44",http://ci.sullivan.nh.us/,6/6/13 18:08
ci.sultan.wa.us,,,,Local,,Washington,"City of Sultan, WA -- Note added 3/20/14 18:19",http://ci.sultan.wa.us/,6/6/13 18:08
ci.sumner.wa.us,,,,Local,,Washington,"City of Sumner, WA -- Note added 12/1/14 6:48",http://ci.sumner.wa.us/,6/6/13 18:08
ci.sunnyside.wa.us,,,,Local,,Washington,"City of Sunnyside, WA -- Note added 12/1/14 6:47",http://ci.sunnyside.wa.us/,6/6/13 18:08
