Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
egf.mn,,,,Local,,Minnesota,"City of East Grand Forks, MN -- Note added 6/6/13 18:09",http://www.egf.mn/,6/6/13 18:08
house.mn,,,,State,,Minnesota,Minnesota House of Representatives -- Note added 11/9/15 20:35,http://www.house.mn/,11/9/15 20:35
senate.mn,,,,State,,Minnesota,Minnesota Senate -- Note added 11/9/15 20:36,http://www.senate.mn/,11/9/15 20:35
