Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
cityofbuellton.com,,,,Local,,California,"City of Buelton, CA website -- Note added 4/14/15 22:25",http://cityofbuellton.com/,6/6/13 18:08
cityofbuford.com,,,,Local,,Georgia,"City of Buford, Ga -- Note added 8/25/15 14:31",http://www.cityofbuford.com/,6/6/13 18:08
cityofburnet.com,,,,Local,,Texas,"City of Burnet, TX -- Note added 6/10/15 5:47",http://cityofburnet.com/,6/6/13 18:08
cityofcalabasas.com,,,,Local,,California,"City of Calabassas, CA website. -- Note added 4/20/15 15:52",http://cityofcalabasas.com/,6/6/13 18:08
cityofcaldwell.com,,,,Local,,Idaho,"City of Caldwell, ID -- Note added 7/5/13 18:35",http://cityofcaldwell.com/,6/6/13 18:08
cityofcalhoun-ga.com,,,,Local,,Georgia,"City of Calhoun, Ga -- Note added 8/25/15 14:32",http://www.cityofcalhoun-ga.com/,6/6/13 18:08
cityofcallaway.com,,,,Local,,Florida,"The City of Callaway, FL -- Note added 6/16/15 16:35",http://www.cityofcallaway.com/,6/6/13 18:08
cityofcampbell.com,,,,Local,,California,"City of Campbell, CA website -- Note added 4/20/15 16:26",http://ca-campbell.civicplus.com/,6/6/13 18:08
cityofcanyonlake.com,,,,Local,,California,"City of Canyon Lake, CA website -- Note added 4/20/15 16:33",http://cityofcanyonlake.com/,6/6/13 18:08
cityofcanyonville.com,,,,Local,,Oregon,"City of Canyonville, OR -- Note added 6/17/14 15:06",http://cityofcanyonville.com/,6/6/13 18:08
cityofcarlsbadnm.com,,,,Local,,New Mexico,"City of Carlsbad, NM -- Note added 7/15/14 15:28",http://cityofcarlsbadnm.com/,6/6/13 18:08
cityofcarlton.com,,,,Local,,Minnesota,"City of Carlton, MN -- Note added 4/19/15 22:56",http://www.cityofcarlton.com/,6/6/13 18:08
cityofcarrollton.com,,,,Local,,Texas,"City of Carrollton, TX -- Note added 6/12/15 6:07",http://cityofcarrollton.com/,6/6/13 18:08
cityofcarterlake.com,,,,Local,,Iowa,"City of Carter Lake, IA -- Note added 12/5/13 19:41",http://cityofcarterlake.com/,6/6/13 18:08
cityofcarver.com,,,,Local,,Minnesota,"City of Carver, MN -- Note added 3/20/14 17:51",http://www.cityofcarver.com/,6/6/13 18:09
cityofcentralia.com,,,,Local,,Washington,"City of Centralia, WA -- Note added 11/26/14 7:00",http://www.cityofcentralia.com/,6/6/13 18:08
cityofcentre.com,,,,Local,,Alabama,"City of Centre, AL -- Note added 6/12/13 19:02",http://www.cityofcentre.com/,6/6/13 18:08
cityofcf.com,,,,Local,,Ohio,"City of Cuyahoga Falls, OH -- Note added 8/27/13 12:52",http://cfo.cityofcf.com/web/,6/6/13 18:08
cityofchelan.com,,,,Local,,Washington,"City of Chelan, WA -- Note added 11/26/14 6:59",http://cityofchelan.com/,6/6/13 18:08
cityofcherryville.com,,,,Local,,North Carolina,"cherryville, nc -- Note added 9/11/15 19:23",http://cityofcherryville.com/,6/6/13 18:08
cityofchipley.com,,,,Local,,Florida,"The City of Chipley, FL -- Note added 6/16/15 16:36",http://cityofchipley.com/,6/6/13 18:08
cityofclarksburgwv.com,,,,Local,,West Virginia,"City of Clarksburg, WV -- Note added 7/24/14 5:26",http://cityofclarksburgwv.com/,6/6/13 18:08
cityofclarksville.com,,,,Local,,Tennessee,"City of Clarksville, TN -- Note added 6/23/14 9:41",http://cityofclarksville.com/,6/6/13 18:08
cityofclearlake.com,,,,Local,,Iowa,"City of Clear Lake, IA -- Note added 7/19/13 18:24",http://cityofclearlake.com/,6/6/13 18:08
cityofcleelum.com,,,,Local,,Washington,"City of Cle Elum, WA -- Note added 11/26/14 6:57",http://cityofcleelum.com/,6/6/13 18:08
cityofclevelandms.com,,,,Local,,Mississippi,"City of Cleveland, MS -- Note added 7/23/14 14:30",http://www.cityofclevelandms.com/,6/6/13 18:08
cityofclifton.com,,,,Local,,Tennessee,"City of Clifton, TN -- Note added 6/23/14 9:42",http://cityofclifton.com/,6/6/13 18:08
cityofclintonnc.com,,,,Local,,North Carolina,"city of clinton, nc -- Note added 9/11/15 19:24",http://www.cityofclintonnc.com/,6/6/13 18:08
cityofclintonsc.com,,,,Local,,South Carolina,"clinton, sc -- Note added 8/28/15 13:29",http://www.cityofclintonsc.com/,6/6/13 18:08
cityofcocoabeach.com,,,,Local,,Florida,"The City of Cocoa Beach, FL -- Note added 6/16/15 16:39",http://cityofcocoabeach.com/,6/6/13 18:08
cityofcolby.com,,,,Local,,Kansas,"City of Colby, KS -- Note added 6/30/14 6:31",http://cityofcolby.com/,6/6/13 18:08
cityofcollins.com,,,,Local,,Mississippi,"City of Collins, MS -- Note added 7/23/14 14:31",http://cityofcollins.com/,6/6/13 18:08
cityofcolstrip.com,,,,Local,,Montana,"City of Colstrip, MT -- Note added 11/22/13 12:44",http://cityofcolstrip.com/,6/6/13 18:08
cityofcolumbiana.com,,,,Local,,Alabama,"City of Columbiana, AL -- Note added 6/17/13 13:47",http://cityofcolumbiana.com/,6/6/13 18:08
cityofcolumbuswi.com,,,,Local,,Wisconsin,"City of Columbus, WI -- Note added 7/31/14 5:16",http://cityofcolumbuswi.com/,6/6/13 18:08
cityofcolusa.com,,,,Local,,California,"City of Colusa, CA website. Note: needs www to reconcile n  -- Note added 4/20/15 17:50",http://www.cityofcolusa.com/,6/6/13 18:08
cityofcondon.com,,,,Local,,Oregon,"City of Condon, OR -- Note added 6/17/14 15:07",http://www.cityofcondon.com/,6/6/13 18:08
cityofconnell.com,,,,Local,,Washington,"City of Connell, WA -- Note added 11/26/14 6:56",http://www.cityofconnell.com/,6/6/13 18:08
cityofconway.com,,,,Local,,South Carolina,"conwat, sc -- Note added 8/28/15 13:29",http://cityofconway.com/,6/6/13 18:08
cityofcoopersville.com,,,,Local,,Michigan,"city of coopersville, mi -- Note added 9/3/15 14:01",http://www.cityofcoopersville.com/,6/6/13 18:08
cityofcorcoran.com,,,,Local,,California,"City of Corcoran, CA website -- Note added 4/20/15 18:09",http://cityofcorcoran.com/,6/6/13 18:08
cityofcordele.com,,,,Local,,Georgia,"City of Cordele, Ga -- Note added 8/25/15 14:33",http://www.cityofcordele.com/,6/6/13 18:08
cityofcorinth.com,,,,Local,,Texas,"City of Corinth, TX -- Note added 6/12/15 6:09",https://www.cityofcorinth.com/,6/6/13 18:08
cityofcorinthms.com,,,,Local,,Mississippi,"City of Corinth, MS -- Note added 7/23/14 14:31",http://cityofcorinthms.com/,6/6/13 18:08
cityofcorning.com,,,,Local,,New York,"City of Corning, NY -- Note added 6/17/15 17:29",http://cityofcorning.com/,6/6/13 18:08
cityofcorsicana.com,,,,Local,,Texas,"City of Corsicana, TX -- Note added 7/26/13 18:21",http://cityofcorsicana.com/,6/6/13 18:08
cityofcortez.com,,,,Local,,Colorado,"City of Cortez, CO -- Note added 7/11/14 5:43",http://www.cityofcortez.com/,6/6/13 18:08
cityofcoshocton.com,,,,Local,,Ohio,"City of Coshocton, OH -- Note added 6/25/13 16:13",http://cityofcoshocton.com/,6/25/13 16:12
cityofcottleville.com,,,,Local,,Missouri,"City of Cottleville, MO. -- Note added 9/30/15 15:20",http://www.cityofcottleville.com/,6/6/13 18:08
cityofcottonwoodmn.com,,,,Local,,Minnesota,"City of Cottonwood, MN -- Note added 7/31/13 16:13",http://www.cityofcottonwoodmn.com/,6/6/13 18:09
cityofcresco.com,,,,Local,,Iowa,"City of Cresco, IA -- Note added 6/12/13 17:41",http://www.cityofcresco.com/,6/12/13 17:41
cityofcroswell.com,,,,Local,,Michigan,"City of Croswell, MI -- Note added 7/19/13 17:44",http://www.cityofcroswell.com/,6/6/13 18:08
cityofcudahy.com,,,,Local,,California,"City of Cudahy, CA -- Note added 12/6/13 12:34",http://www.cityofcudahy.com/,6/6/13 18:08
cityofcuero.com,,,,Local,,Texas,"City of Cuero, TX -- Note added 6/6/13 18:09",http://www.cityofcuero.com/,6/6/13 18:09
cityofdahlonega.com,,,,Local,,Georgia,"City of Dahlone,GA -- Note added 8/25/15 14:35",http://dahlonega-ga.gov/,6/6/13 18:08
cityofdanube.com,,,,Local,,Minnesota,"City of Danube, MN -- Note added 4/19/15 22:59",http://www.cityofdanube.com/,6/6/13 18:08
cityofdeadwood.com,,,,Local,,South Dakota,"City of Deadwood, SD -- Note added 3/21/14 13:46",http://www.cityofdeadwood.com/,6/6/13 18:08
cityofdeerparkwa.com,,,,Local,,Washington,"City of Deer Park, WA -- Note added 11/26/14 6:55",http://www.cityofdeerparkwa.com/,6/6/13 18:08
cityofdefiance.com,,,,Local,,Ohio,"City of Defiance, OH -- Note added 3/11/14 15:33",http://www.cityofdefiance.com/main/,6/6/13 18:08
cityofdekalb.com,,,,Local,,Illinois,"City of DeKalb, IL -- Note added 7/1/14 19:41",http://cityofdekalb.com/,6/6/13 18:08
cityofdelafield.com,,,,Local,,Wisconsin,"City of Delafield, WI -- Note added 7/31/14 5:22",http://cityofdelafield.com/,6/6/13 18:08
cityofdelcity.com,,,,Local,,Oklahoma,"city of delcity, ok -- Note added 8/28/15 16:34",http://cityofdelcity.com/,6/6/13 18:08
cityofdelrio.com,,,,Local,,Texas,"City of Del Rio, TX -- Note added 6/12/15 6:13",http://cityofdelrio.com/,6/6/13 18:08
cityofdenison.com,,,,Local,,Texas,"City of Denison, TX -- Note added 6/12/15 6:14",http://cityofdenison.com/,6/6/13 18:08
cityofdenton.com,,,,Local,,Texas,"City of Denton, TX -- Note added 6/12/15 6:15",http://cityofdenton.com/,6/6/13 18:08
cityofdenveriowa.com,,,,Local,,Iowa,"City of Denver, IA n  -- Note added 8/25/15 20:07",http://cityofdenveriowa.com/,6/6/13 18:08
cityofdequeen.com,,,,Local,,Arkansas,"City of De Queen, AR -- Note added 7/17/13 17:28",http://cityofdequeen.com/,7/17/13 17:28
cityofdestin.com,,,,Local,,Florida,"The City of Destin, FL -- Note added 6/16/15 16:40",http://cityofdestin.com/,6/6/13 18:08
cityofdevine.com,,,,Local,,Texas,"City of Devine, TX -- Note added 6/12/15 6:16",http://cityofdevine.com/,6/6/13 18:08
cityofdickson.com,,,,Local,,Tennessee,"City of Dickson, TN -- Note added 6/23/14 9:43",http://cityofdickson.com/,6/6/13 18:08
cityofdouglas.com,,,,Local,,Georgia,"City of Douglas, Ga -- Note added 8/25/15 14:36",http://cityofdouglas.com/,6/6/13 18:08
cityofdouglaswy.com,,,,Local,,Wyoming,"City of Douglas, WY -- Note added 6/7/13 15:38",http://www.cityofdouglas.org/,6/6/13 18:08
cityofdover.com,,,,Local,,Delaware,"City of Dover, DE -- Note added 6/7/13 17:02",http://www.cityofdover.com/,6/6/13 18:08
cityofdowagiac.com,,,,Local,,Michigan,"city of dowagiac, mi -- Note added 9/3/15 14:05",http://cityofdowagiac.com/,6/6/13 18:08
cityofduncan.com,,,,Local,,Oklahoma,"duncan, ok -- Note added 8/28/15 16:34",http://cityofduncan.com/,6/6/13 18:08
cityofdunlap.com/government,,,,Local,,Tennessee,"City of Dunlap, TN -- Note added 7/24/13 18:22",http://cityofdunlap.com/Government/City-of-Dunlap.aspx,6/6/13 18:08
cityofeastlansing.com,,,,Local,,Michigan,"city of east lansing, mi -- Note added 9/3/15 14:05",http://cityofeastlansing.com/,6/6/13 18:08
cityofeastpeoria.com,,,,Local,,Illinois,"City of East Peoria, IL -- Note added 7/1/14 19:41",http://cityofeastpeoria.com/,6/6/13 18:08
cityofec.com,,,,Local,,North Carolina,"City of Elizabeth City, NC -- Note added 12/5/13 15:36",http://www.cityofec.com/,6/6/13 18:08
cityofedgerton.com,,,,Local,,Wisconsin,"City of Edgerton, WI -- Note added 7/31/14 5:23",http://www.cityofedgerton.com/,6/6/13 18:08
cityofedinburg.com,,,,Local,,Texas,"City of Edinburg, TX -- Note added 6/12/15 6:17",http://www.cityofedinburg.com/,6/6/13 18:08
cityofedwardsville.com,,,,Local,,Illinois,"City of Edwardsville, IL -- Note added 7/1/14 19:42",http://www.cityofedwardsville.com/,6/6/13 18:08
cityofeldonmissouri.com,,,,Local,,Missouri,"City of Eldon, MO -- Note added 7/31/13 16:20",http://www.city-data.com/city/Eldon-Missouri.html,6/6/13 18:08
cityofeldoradospringsmo.com,,,,Local,,Missouri,"City of El Dorado Springs, MO. -- Note added 9/30/15 15:25",http://cityofeldoradospringsmo.com/,6/6/13 18:08
cityofelma.com,,,,Local,,Washington,"City of Elma, WA -- Note added 11/26/14 6:53",http://www.cityofelma.com/,6/6/13 18:08
cityofesmo.com,,,,Local,,Missouri,"City of Excelsior Springs, MO. -- Note added 9/30/15 15:26",http://cityofesmo.com/,6/6/13 18:08
cityofexeter.com,,,,Local,,California,"City of Exeter, CA website -- Note added 4/20/15 19:53",http://cityofexeter.com/,6/6/13 18:08
cityoffairfieldiowa.com,,,,Local,,Iowa,"fairfield, IA n  -- Note added 8/25/15 20:07",http://cityoffairfieldiowa.com/,6/6/13 18:08
cityoffairlawn.com,,,,Local,,Ohio,"City of Fairlawn, OH -- Note added 3/11/14 15:34",http://cityoffairlawn.com/,6/6/13 18:08
cityoffallon.com,,,,Local,,Nevada,"City of Fallon, NV -- Note added 11/10/15 17:21",http://cityoffallon.com/,6/6/13 18:08
cityoffarrell.com,,,,Local,,Pennsylvania,"Citty of Farrell, PA -- Note added 9/8/14 13:53",http://www.cityoffarrell.com/,6/6/13 18:08
cityoffederalway.com,,,,Local,,Washington,"City of Federal Way, WA -- Note added 11/26/14 6:52",http://cityoffederalway.com/,6/6/13 18:08
cityofflaglerbeach.com,,,,Local,,Florida,"The City of Flagler Beach, FL -- Note added 6/16/15 16:42",http://cityofflaglerbeach.com/,6/6/13 18:08
cityofflandreau.com,,,,Local,,South Dakota,"City of Flandreau, SD -- Note added 7/17/14 5:18",http://www.cityofflandreau.com/,6/6/13 18:08
cityofflint.com,,,,Local,,Michigan,"city of flint, mi -- Note added 9/3/15 14:06",https://www.cityofflint.com/,6/6/13 18:08
cityofflinthill.com,,,,Local,,Missouri,"City of Flint Hill, MO. -- Note added 9/30/15 15:28",http://cityofflinthill.com/,6/6/13 18:08
cityofflorence.com,,,,Local,,South Carolina,"florence, sc -- Note added 8/28/15 13:30",http://cityofflorence.com/,6/6/13 18:08
cityofflorenceky.com,,,,Local,,Kentucky,"city of florence, ky -- Note added 8/27/15 16:16",http://www.cityofflorenceky.com/,6/6/13 18:08
cityoffollybeach.com,,,,Local,,South Carolina,"folly beach, sc -- Note added 8/28/15 13:31",http://cityoffollybeach.com/,6/6/13 18:08
cityofforsythmo.com,,,,Local,,Missouri,"City of Forsyth, MO. -- Note added 9/30/15 15:30",http://cityofforsythmo.com/,6/6/13 18:08
cityoffortmeade.com,,,,Local,,Florida,"The City of Fort Meade, FL -- Note added 6/16/15 16:43",http://cityoffortmeade.com/,6/6/13 18:08
cityoffortmorgan.com,,,,Local,,Colorado,"City of Fort Morgan, CO -- Note added 7/11/14 5:44",http://cityoffortmorgan.com/,6/6/13 18:08
cityoffortpierce.com,,,,Local,,Florida,"The City of Fort Pierce, FL -- Note added 6/16/15 16:45",http://cityoffortpierce.com/,6/6/13 18:08
cityoffrederick.com,,,,Local,,Maryland,"City of Frederick, MD -- Note added 5/27/14 1:52",http://www.cityoffrederick.com/,6/6/13 18:08
cityoffruitland.com,,,,Local,,Maryland,"City of Fruitland, MD -- Note added 5/27/14 1:53",http://www.cityoffruitland.com/,6/6/13 18:08
cityofgadsden.com,,,,Local,,Alabama,"City of Gadsden, AL -- Note added 6/17/13 13:48",http://cityofgadsden.com/,6/6/13 18:08
cityofgardendale.com,,,,Local,,Alabama,"City of Gardendale, AL, website (includes some Chamber of Commerce pages). -- Note added 6/17/13 13:58",http://cityofgardendale.com/site/,6/6/13 18:08
cityofgastonia.com,,,,Local,,North Carolina,"city of gastonia, nc -- Note added 9/11/15 19:25",http://cityofgastonia.com/,6/6/13 18:08
cityofgenesee.com,,,,Local,,Idaho,"City of Genesee, ID -- Note added 7/5/13 18:37",http://cityofgenesee.com/,6/6/13 18:08
cityofgeorgetownsc.com,,,,Local,,South Carolina,"georgetown, sc -- Note added 8/28/15 13:31",http://cityofgeorgetownsc.com/,6/6/13 18:08
cityofgibbon.com,,,,Local,,Minnesota,"City of Gibbon, MN -- Note added 4/19/15 23:01",http://www.cityofgibbon.com/,6/6/13 18:08
cityofglendaleor.com,,,,Local,,Oregon,"City of Glendale, OR -- Note added 6/17/14 15:29",http://cityofglendaleor.com/,6/6/13 18:08
cityofglensfalls.com,,,,Local,,New York,"City of Glens Falls, NY -- Note added 6/17/15 17:30",http://cityofglensfalls.com/,6/6/13 18:08
cityofgloversville.com,,,,Local,,New York,"City of Gloversville, NY -- Note added 6/17/15 17:31",http://www.cityofgloversville.com/,6/6/13 18:08
cityofgoosecreek.com,,,,Local,,South Carolina,"goose creek, sc -- Note added 8/28/15 13:31",http://cityofgoosecreek.com/,6/6/13 18:08
cityofgraham.com,,,,Local,,North Carolina,"city of graham, nc -- Note added 9/11/15 19:26",http://www.cityofgraham.com/,6/6/13 18:08
cityofgrandblanc.com,,,,Local,,Michigan,"city of grand blanc, mi -- Note added 9/3/15 14:07",http://cityofgrandblanc.com/,6/6/13 18:08
cityofgrandrapidsmn.com,,,,Local,,Minnesota,"City of Grand Rapids, MN -- Note added 3/24/14 14:17",http://www.cityofgrandrapidsmn.com/,6/6/13 18:09
cityofgrandville.com,,,,Local,,Michigan,"city of grandville, mi -- Note added 9/3/15 14:07",http://cityofgrandville.com/,6/6/13 18:08
cityofgrassvalley.com,,,,Local,,California,"City of Grass Valley, CA website -- Note added 4/20/15 21:41",http://www.cityofgrassvalley.com/,6/6/13 18:08
cityofgreenpark.com,,,,Local,,Missouri,"City of Green Park, MO. -- Note added 9/30/15 15:33",http://cityofgreenpark.com/,6/6/13 18:08
cityofgreensburg.com,,,,Local,,Indiana,"city of greensburg, In -- Note added 8/27/15 14:22",http://cityofgreensburg.com/,6/6/13 18:08
cityofgregory.com,,,,Local,,South Dakota,"City of Gregory, SD -- Note added 7/17/14 5:19",http://www.cityofgregory.com/,6/6/13 18:08
cityofgriffin.com,,,,Local,,Georgia,"city of Griffin, Ga -- Note added 8/25/15 14:37",http://cityofgriffin.com/,6/6/13 18:08
cityofgrove.com,,,,Local,,Oklahoma,"grove, ok -- Note added 8/28/15 16:34",http://cityofgrove.com/,6/6/13 18:08
cityofgrovetown.com,,,,Local,,Georgia,"City of Grovetown, Ga -- Note added 8/25/15 14:38",http://www.cityofgrovetown.com/index.cfm,6/6/13 18:08
cityofgulfbreeze.com,,,,Local,,Florida,"The city of Gulf Breeze, FL -- Note added 6/16/15 16:46",http://cityofgulfbreeze.us/,6/6/13 18:08
cityofgustine.com,,,,Local,,California,"City of Gustine, CA website -- Note added 4/20/15 22:02",http://www.cityofgustine.com/,6/6/13 18:08
cityofguthrie.com,,,,Local,,Oklahoma,"guthrie, ok -- Note added 8/28/15 16:35",http://cityofguthrie.com/,6/6/13 18:08
cityofhadley.com,,,,Local,,Minnesota,"City of Hadley, MN -- Note added 4/19/15 23:02",http://cityofhadley.com/,6/6/13 18:08
cityofhalsey.com,,,,Local,,Oregon,"City of Halsey, OR -- Note added 6/17/14 15:30",http://cityofhalsey.com/,6/6/13 18:08
cityofhanahan.com,,,,Local,,South Carolina,"hanahan, sc -- Note added 8/28/15 13:32",http://cityofhanahan.com/,6/6/13 18:08
cityofhancock.com,,,,Local,,Michigan,"city of hancock, mi -- Note added 9/3/15 14:08",http://cityofhancock.com/,6/6/13 18:08
cityofhardeeville.com,,,,Local,,South Carolina,"city of hardeeville, sc -- Note added 8/28/15 13:32",http://cityofhardeeville.com/,6/6/13 18:08
cityofharlan.com,,,,Local,,Iowa,"harlan, Ia -- Note added 8/25/15 20:08",http://cityofharlan.com/,6/6/13 18:08
cityofharrisville.com,,,,Local,,Utah,"City of Harrisville, UT -- Note added 8/19/14 5:09",http://cityofharrisville.com/,6/6/13 18:08
cityofharwood.com,,,,Local,,North Dakota,"City of Harwood, ND -- Note added 7/18/14 5:33",http://www.cityofharwood.com/,6/6/13 18:08
cityofhavelock.com,,,,Local,,North Carolina,"City of Havelock, NC -- Note added 7/19/13 18:25",http://cityofhavelock.com/,6/6/13 18:08
cityofhawarden.com,,,,Local,,Iowa,"Hawarden , IA -- Note added 8/25/15 20:09",http://www.cityofhawarden.com/,6/6/13 18:08
cityofhawkpoint.jigsy.com,,,,Local,,Missouri,"City of Hawk Point, MO -- Note added 7/31/13 14:08",http://cityofhawkpoint.jigsy.com/,6/6/13 18:08
cityofhazard.com,,,,Local,,Kentucky,"city of hazard, ky -- Note added 8/27/15 16:17",http://www.hazardky.gov/,6/6/13 18:08
cityofhewitt.com,,,,Local,,Texas,"City of Hewitt, TX -- Note added 6/12/15 6:21",http://cityofhewitt.com/,6/6/13 18:08
cityofholladay.com,,,,Local,,Utah,"City of Holladay, UT -- Note added 8/19/14 5:23",http://www.cityofholladay.com/,6/6/13 18:08
cityofhollister.com,,,,Local,,Missouri,"City of Hollister, MO. -- Note added 9/30/15 15:38",http://cityofhollister.com/,6/6/13 18:08
cityofhomedale.com,,,,Local,,Idaho,"City of Homedale, ID -- Note added 7/5/13 18:43",http://cityofhomedale.com/,6/6/13 18:08
cityofhoquiam.com,,,,Local,,Washington,"City of Hoquiam, WA -- Note added 11/26/14 6:48",http://cityofhoquiam.com/,6/6/13 18:08
cityofhornell.com,,,,Local,,New York,"City of Hornell, NY -- Note added 6/17/15 17:32",http://cityofhornell.com/,6/6/13 18:08
cityofhoschton.com,,,,Local,,Georgia,"City Of Hoschton, Ga -- Note added 8/25/15 14:56",http://www.cityofhoschton.com/,6/6/13 18:08
cityofhoughton.com,,,,Local,,Michigan,"city of houghton, mi -- Note added 9/3/15 14:09",http://cityofhoughton.com/,6/6/13 18:08
cityofhoward.com,,,,Local,,South Dakota,"City of Howard, SD -- Note added 7/17/14 5:20",http://www.cityofhoward.com/,6/6/13 18:08
cityofhubbard.com,,,,Local,,Ohio,"City of Hubbard, OH -- Note added 3/11/14 15:39",http://cityofhubbard.com/,6/6/13 18:08
cityofhugoton.com,,,,Local,,Kansas,"City of Hugoton, KS -- Note added 6/30/14 6:32",http://cityofhugoton.com/,6/6/13 18:08
cityofhuntington.com,,,,Local,,West Virginia,"City of Huntington, WV -- Note added 7/24/14 5:29",http://www.cityofhuntington.com/,6/6/13 18:08
cityofhurricane.com,,,,Local,,Utah,"City of Hurricane, UT -- Note added 8/19/14 5:22",http://cityofhurricane.com/,6/6/13 18:08
cityofiola.com,,,,Local,,Kansas,"City of Iola, KS -- Note added 6/30/14 6:34",http://www.cityofiola.com/,6/6/13 18:08
cityofiowafalls.com,,,,Local,,Iowa,"Iowa Falls, IA -- Note added 8/25/15 20:09",http://www.cityofiowafalls.com/,6/6/13 18:08
cityofironmountain.com,,,,Local,,Michigan,"City of Iron Mountain, MI -- Note added 6/6/13 18:09",http://cityofironmountain.com/,6/6/13 18:09
cityofjacksboro.com,,,,Local,,Texas,"City of Jacksboro, TX -- Note added 6/6/13 18:09",https://www.cityofjacksboro.com/,6/6/13 18:09
cityofjacksonga.com,,,,Local,,Georgia,"City of Jackson, Ga -- Note added 8/25/15 14:56",http://cityofjacksonga.com/,6/6/13 18:08
cityofjennings.com,,,,Local,,Louisiana,"Jennings, La -- Note added 8/24/15 14:19",http://www.cityofjennings.com/,6/6/13 18:08
cityofjerseycity.com,,,,Local,,New Jersey,"city of jersey city, NJ -- Note added 9/15/15 19:27",http://cityofjerseycity.com/,6/6/13 18:08
cityofjohnday.com,,,,Local,,Oregon,"City of John Day, OR -- Note added 6/17/14 15:32",http://cityofjohnday.com/,6/6/13 18:08
cityofjohnsonville.com,,,,Local,,South Carolina,"city of johnsonville, sc -- Note added 8/28/15 13:33",http://cityofjohnsonville.com/,6/6/13 18:08
cityofjohnston.com,,,,Local,,Iowa,"City of Johnston, IA -- Note added 8/25/15 20:10",http://cityofjohnston.com/,6/6/13 18:08
cityofjordanvalley.com,,,,Local,,Oregon,"City of Jordan Valley, OR -- Note added 6/20/14 7:53",http://cityofjordanvalley.com/,6/6/13 18:08
cityofkalama.com,,,,Local,,Washington,"City of Kalama, WA -- Note added 11/26/14 6:46",http://cityofkalama.com/,6/6/13 18:08
cityofkannapolis.com,,,,Local,,North Carolina,"city of kannapolis, nc -- Note added 9/11/15 19:26",http://www.kannapolisnc.gov/,6/6/13 18:08
cityofkasson.com,,,,Local,,Minnesota,"City of Kasson, MN -- Note added 4/19/15 23:04",http://www.cityofkasson.com/,6/6/13 18:08
cityofkaty.com,,,,Local,,Texas,"City of Katy, TX -- Note added 7/26/13 18:29",http://cityofkaty.com/,6/6/13 18:08
cityofkaukauna.com,,,,Local,,Wisconsin,"City of Kaukauna, WI -- Note added 7/31/14 5:25",http://cityofkaukauna.com/,6/6/13 18:08
cityofkeller.com,,,,Local,,Texas,"City of Keller, TX -- Note added 6/12/15 6:24",http://cityofkeller.com/,6/6/13 18:08
cityofkenmore.com,,,,Local,,Washington,"City of Kenmore, WA -- Note added 11/18/13 16:02",http://kenmorewa.gov/,6/6/13 18:08
cityofkennedale.com,,,,Local,,Texas,"City of Kennedale, TX -- Note added 6/12/15 6:25",http://cityofkennedale.com/,6/6/13 18:08
cityofkennedy.com,,,,Local,,Minnesota,"City of Kennedy, MN -- Note added 4/19/15 23:05",http://www.cityofkennedy.com/,6/6/13 18:08
cityofkenyon.com,,,,Local,,Minnesota,"City of Kenyon, MN -- Note added 4/19/15 23:07",http://www.cityofkenyon.com/,6/6/13 18:08
cityofkingsford.com,,,,Local,,Michigan,"city of kingsford, mi -- Note added 9/3/15 14:11",http://cityofkingsford.com/,6/6/13 18:08
cityofkingsville.com,,,,Local,,Texas,"City of Kingsville, TX -- Note added 6/12/15 6:26",http://www.cityofkingsville.com/,6/6/13 18:08
cityofkittitas.com,,,,Local,,Washington,"City of Kittitas, WA -- Note added 11/26/14 6:44",http://cityofkittitas.com/,6/6/13 18:08
cityofklawock.com,,,,Local,,Alaska,"City of Klawock, Alaska -- Note added 6/7/13 13:04",http://www.cityofklawock.com/,6/6/13 18:08
cityofkosciusko.com,,,,Local,,Mississippi,"City of Kosciusko, MS -- Note added 7/23/14 14:32",http://cityofkosciusko.com/,6/6/13 18:08
cityofkotzebue.com,,,,Local,,Alaska,"City of Kotzebue, AK -- Note added 6/6/13 18:08",http://www.cityofkotzebue.com/,6/6/13 18:08
cityofkyle.com,,,,Local,,Texas,"City of Kyle, TX -- Note added 6/12/15 6:27",http://www.cityofkyle.com/,6/6/13 18:08
cityoflafayette.com,,,,Local,,Colorado,"City of Lafayette, CO -- Note added 7/11/14 5:45",http://cityoflafayette.com/,6/6/13 18:08
cityoflakecharles.com,,,,Local,,Louisiana,"Lake Charles, LA -- Note added 8/24/15 14:20",http://cityoflakecharles.com/,6/6/13 18:08
cityoflakeforest.com,,,,Local,,Illinois,"City of Lake Forest, IL -- Note added 7/1/14 19:45",http://www.cityoflakeforest.com/,6/6/13 18:08
cityoflakegeneva.com,,,,Local,,Wisconsin,"City of Lake Geneva, WI -- Note added 7/31/14 5:27",http://www.cityoflakegeneva.com/,6/6/13 18:08
cityoflakeland.com,,,,Local,,Tennessee,"City of Lakeland, TN -- Note added 6/23/14 9:46",http://cityoflakeland.com/City_of_Lakeland/Index_of_Pages.html,6/6/13 18:08
cityoflakeport.com,,,,Local,,California,"City of Lakeport, CA website -- Note added 4/22/15 22:12",http://cityoflakeport.com/,6/6/13 18:08
cityoflakeshore.com,,,,Local,,Minnesota,"City of Lake Shore, MN -- Note added 4/19/15 23:08",http://cityoflakeshore.com/,6/6/13 18:08
